listing_id,area_sqm,building_age_years,metro_m,center_km,bedrooms,floor,amenities_1km,renovation_score,has_elevator,sunlight_hours,monthly_rent
B0013118,94.3466,30,2471.2698,20.0018,3,13,5,2,1,5.3966,2928.4852
B0000666,90.9873,20,2745.322,24.1296,2,3,5,3,0,4.9178,2746.7547
B0003820,150.6625,29,2158.5208,9.273,5,24,8,1,1,6.2643,4478.9318
B0006037,153.0104,32,2486.2523,12.8949,4,7,6,3,0,5.6673,3971.9746
B0006283,47.7027,17,1720.9326,1.5308,1,10,13,2,0,6.0992,2434.0917
B0016754,104.5517,4,534.9715,6.0874,3,16,12,3,1,6.9682,4791.4353
B0013199,95.9163,12,2184.0733,15.7593,3,11,6,3,1,7.122,3548.1596
B0019799,35.4127,5,2906.7437,21.2052,1,21,3,3,1,6.1912,1615.8085
B0019588,129.6369,31,2648.2555,24.2528,4,24,4,4,1,5.7196,3622.2011
B0020692,149.8973,14,2544.0888,20.283,4,7,5,4,1,6.383,4442.0963
B0009686,108.3127,20,430.3372,16.3879,3,18,7,3,1,5.5446,4059.9211
B0000796,42.9642,15,833.0299,9.6075,2,21,7,3,1,4.4406,2255.1384
B0020464,123.4994,12,2863.8322,22.1629,4,13,8,4,1,5.3491,3984.1825
B0004743,91.1738,28,2441.7041,16.5024,2,4,4,2,0,6.9166,2583.3756
B0003147,77.0807,23,677.724,5.8061,2,28,9,2,1,7.1783,3571.312
B0013129,74.9301,11,499.464,5.7943,3,14,10,3,0,4.3756,3528.8435
B0011262,97.9735,9,2769.0304,18.2977,3,15,5,1,1,5.0109,3344.5924
B0017154,89.0227,12,2598.3854,19.3076,2,17,9,3,1,6.1074,3507.9239
B0016108,129.9415,23,126.7931,5.8477,4,13,16,4,1,6.811,5234.0988
B0006131,112.4297,18,3209.2114,20.0135,4,16,4,2,1,5.9527,3420.6093
B0001913,51.0945,3,2050.3396,20.3808,1,14,5,4,1,6.1424,2496.2222
B0020523,73.2775,22,758.9168,6.6828,2,21,12,1,1,4.464,3303.4961
B0009253,93.4863,20,3804.1846,11.2848,4,25,8,1,1,5.8371,3450.5941
B0015525,58.9782,19,1908.4127,21.5602,2,9,1,3,0,4.9438,2183.6164
B0021856,108.8626,25,437.2693,4.191,3,18,13,2,1,5.8138,4668.8354
B0022359,64.1508,32,942.1972,9.2459,2,21,10,1,1,5.6754,2749.7273
B0017296,137.6191,18,2339.7995,16.0926,4,23,7,2,1,5.0746,4111.7631
B0016258,110.7985,19,314.4514,4.3211,4,22,10,3,1,5.6607,4806.3901
B0001751,121.906,29,1834.9983,16.8277,4,15,10,3,1,6.5619,4108.4284
B0019907,94.7537,3,1608.3639,4.0936,3,17,13,1,1,5.5868,4005.7705
B0000713,116.7765,14,604.7973,9.7071,4,1,10,4,0,6.092,4807.2797
B0012612,139.4325,4,729.24,15.7853,4,6,10,3,1,6.918,4961.8474
B0005572,106.5258,7,1919.2089,10.3688,3,9,10,4,0,5.5628,4102.2738
B0005701,38.9079,30,1910.5686,18.7023,2,11,4,3,0,5.8306,1169.2363
B0016776,113.2051,21,1032.729,5.9713,3,6,11,2,1,5.2797,4166.5352
B0008101,49.3005,16,3546.6655,15.2484,1,28,8,2,1,4.3363,2265.7812
B0014324,88.7223,11,120.0,3.7361,3,21,11,2,1,6.4697,4619.8335
B0000743,151.0106,17,2699.8282,23.1427,4,11,4,1,1,6.6393,3884.7317
B0005026,78.1204,22,1509.7907,16.9971,1,11,4,3,1,3.5374,2855.1092
B0020603,68.4882,0,3965.4413,23.4994,3,25,0,4,1,6.4272,2781.9842
B0000037,129.0315,17,1164.5262,3.7277,4,15,10,3,0,5.0497,4782.1202
B0015530,127.3266,31,120.0,6.143,4,21,15,1,1,5.643,4917.3893
B0002141,41.83,11,2650.8877,18.8387,1,21,4,3,1,2.4603,1964.0385
B0013171,96.535,13,120.0,8.8546,2,26,10,2,1,5.0744,4393.6173
B0015589,113.3259,24,2925.5144,23.5801,3,8,1,3,0,4.9073,3103.3372
B0018990,146.7665,13,488.0244,2.4892,4,3,11,4,0,6.3675,5620.1754
B0022213,130.6906,21,2439.782,8.2743,4,5,8,2,0,5.2007,4040.3197
B0001246,93.7538,17,2068.5818,17.8453,3,3,4,2,0,7.6447,3315.4261
B0002980,135.2005,20,2458.4548,16.6273,4,26,3,3,1,7.3979,4125.0041
B0015961,102.599,5,3549.03,19.6954,3,24,4,3,1,5.2227,3655.4541
B0022461,113.7809,7,4045.7845,22.0114,4,17,1,3,1,6.2093,3754.7824
B0014758,113.8928,16,2703.262,24.4251,3,25,2,4,1,4.2817,3671.4513
B0006881,92.2905,27,2147.2721,18.2779,3,2,4,3,0,5.8064,2971.1107
B0003369,152.0658,10,165.9036,2.7548,4,25,16,1,1,6.8405,5827.2234
B0000416,113.3358,8,3222.9913,11.1321,4,2,8,3,1,4.7519,3984.7364
B0005598,121.2293,31,1904.8123,24.9981,3,24,0,2,1,4.9374,3389.2211
B0011876,36.4534,30,1299.3338,2.1583,2,21,12,3,1,6.7649,2192.4541
B0008286,55.3992,26,2853.8665,23.6891,3,10,4,4,0,2.4732,1632.1881
B0005622,134.3735,20,914.7698,16.1251,4,6,5,3,1,6.0224,3913.1156
B0020505,101.6364,0,2902.1598,18.0359,4,12,6,2,1,6.9923,3785.1313
B0005284,81.9663,13,3832.8049,16.0196,2,19,5,3,1,5.8179,2949.1609
B0015096,113.9489,15,1844.8863,16.1622,4,9,7,4,0,5.87,3846.6742
B0007489,85.4469,24,701.4139,5.9849,3,19,9,1,1,6.488,3660.0989
B0000466,103.2419,6,120.0,8.9588,2,5,12,3,1,5.7753,4661.4961
B0008795,104.2092,4,1077.6062,5.8716,4,11,12,2,1,6.6389,4401.8922
B0019238,36.0912,27,851.5212,7.335,2,6,11,2,1,4.5266,2010.9709
B0013642,76.8085,29,2440.1238,6.4368,3,2,10,2,0,5.8664,2863.3114
B0007447,95.077,9,4801.7209,19.8155,3,16,1,2,1,5.2459,3115.8632
B0020300,139.4442,9,120.0,5.4897,5,28,10,3,1,6.6022,5719.2594
B0002005,80.4335,24,2751.8887,14.6175,4,16,7,3,1,4.5157,3034.392
B0008831,107.1919,11,1603.4622,9.6299,3,21,11,5,1,6.7288,4524.1386
B0014736,142.3419,19,1922.8728,18.7647,5,16,8,2,1,4.1206,4215.639
B0002795,53.4546,7,1340.22,16.6712,1,15,3,3,1,4.9615,2463.3661
B0012434,140.1969,32,844.2323,4.7482,4,21,11,2,1,4.74,4571.3972
B0012767,89.9173,0,724.9286,7.3939,3,23,7,2,1,5.5425,4211.6457
B0004705,142.8619,1,783.1474,6.2632,4,19,10,4,1,6.9714,5335.4851
B0001725,47.4806,11,319.9188,7.2648,1,28,5,3,1,4.8829,2797.8616
B0011102,112.9854,25,1990.5696,14.5452,4,8,8,1,1,5.5252,3575.1869
B0019026,138.7079,29,2883.3529,23.0155,3,23,4,2,1,4.9082,3611.6466
B0004311,125.0658,21,2124.1143,18.5335,3,6,8,2,0,4.1791,3565.1212
B0011491,70.3754,2,2980.2458,18.2044,1,3,5,3,1,5.127,2797.1488
B0006062,109.2886,15,2886.6613,21.3135,3,19,3,1,1,4.3957,3317.6374
B0013360,117.9153,26,3177.2234,15.9446,3,14,4,2,1,4.8441,3404.2543
B0014198,89.8544,27,2023.629,22.357,3,17,3,3,1,5.3132,2889.1105
B0009671,98.5891,17,2835.3658,18.2949,3,19,11,2,1,4.5563,3577.2903
B0017457,76.1556,22,3226.6754,20.2927,2,3,6,2,0,4.5287,2153.9915
B0015741,130.6703,13,1010.2915,7.8801,3,5,9,2,1,7.9849,4500.256
B0013668,92.4414,10,2874.9797,17.9823,4,26,4,3,1,6.4175,3644.1859
B0010545,112.8505,28,1491.4341,9.8195,4,27,7,3,1,7.3825,3910.7543
B0004588,88.6898,0,1758.9623,14.7234,4,25,4,3,1,7.0058,3623.4761
B0016772,143.4256,4,1648.8594,17.7998,4,12,6,3,1,5.9865,4645.9395
B0001317,117.4079,23,1756.3662,16.9302,4,15,5,4,1,5.1841,3829.1104
B0015015,149.0781,26,4196.0296,23.1738,4,9,0,3,1,7.9899,4046.1076
B0020445,119.2932,17,2219.2935,19.9757,4,4,3,3,0,3.9986,3515.8696
B0010288,94.0136,16,120.0,5.0248,3,6,12,1,0,5.9857,4233.0004
B0010018,40.3694,10,2343.2209,11.1542,1,28,8,3,1,3.2178,2334.6671
B0013553,116.4977,6,1329.8463,16.7648,4,5,5,2,0,6.9395,3877.5314
B0008500,55.9047,14,2752.8549,15.2246,2,8,5,3,1,6.2968,2496.4427
B0011453,62.3669,20,707.5767,4.8916,1,28,16,2,1,4.0963,3357.7662
B0014784,141.2008,3,2046.172,24.8077,4,9,4,3,1,3.1838,4348.6417
B0019955,45.6326,30,3209.7745,12.8457,1,3,7,1,0,5.7196,1442.9855
B0006264,59.9911,4,3756.1518,16.6279,1,5,0,4,1,5.0892,2358.0001
B0019636,70.005,4,2091.094,18.5935,3,18,4,3,1,5.5751,3135.8033
B0009663,38.929,11,1327.2667,10.1085,1,23,10,3,1,3.55,2367.0679
B0008285,104.2858,8,948.7311,4.4996,3,23,12,4,1,5.3435,4597.0109
B0010174,141.8002,1,1183.3638,10.245,5,1,10,3,0,4.7016,5109.8469
B0010092,72.4117,27,1489.0299,16.8089,3,28,7,3,1,5.3136,3171.6814
B0012002,75.1072,1,685.6618,11.2999,2,20,14,2,1,3.8918,3566.2586
B0007214,143.3242,21,1709.6183,13.7903,4,21,6,2,1,5.5974,4471.4428
B0009383,102.4308,16,2231.7266,10.6363,4,18,8,2,1,4.41,3702.6757
B0022301,89.6809,3,120.0,2.4206,3,28,15,2,1,5.9441,4492.1915
B0005062,101.038,0,2736.6099,12.8231,4,23,8,3,1,5.7935,3963.9295
B0003070,98.4396,16,783.4916,1.6608,4,4,16,5,0,4.8114,4606.6601
B0002270,101.0312,25,2007.2571,21.6607,4,27,8,2,1,5.9119,3499.3837
B0010926,64.6276,32,3353.8481,24.4337,2,19,3,3,1,5.8639,2072.3095
B0015779,125.2018,23,1648.0292,16.8774,4,23,6,2,1,6.5989,3906.6922
B0021080,100.8283,9,2563.6843,7.2017,4,12,7,2,1,6.9897,4197.1437
B0004455,117.613,21,3173.4556,17.4608,4,22,9,3,1,6.4291,3936.0013
B0009527,58.916,7,906.0388,7.1599,2,17,10,2,1,7.6268,3219.9888
B0010843,154.6118,30,3774.2758,17.1892,5,21,8,1,1,5.7672,4107.2941
B0004474,78.32,7,2402.6611,17.136,2,3,1,2,0,4.2481,2748.8843
B0004962,46.3519,30,3258.2945,24.8582,1,24,4,2,1,3.3861,1535.0124
B0002858,116.2157,22,1273.0685,7.5692,5,26,13,2,1,4.76,4552.5257
B0021740,109.6024,0,120.0,4.2168,3,8,13,4,1,6.8624,5174.3327
B0016943,62.2002,28,2286.4842,23.0932,1,10,3,2,0,5.937,1834.8502
B0015477,46.1145,23,544.7666,3.4658,2,1,16,3,0,6.4027,2640.2548
B0000715,102.7126,20,2731.0843,17.471,3,7,6,2,0,7.4047,3336.8101
B0011192,123.2024,2,842.3305,10.2774,3,24,9,5,1,5.1801,4928.8435
B0021895,148.2058,21,1312.6244,11.4562,4,12,5,4,1,6.1865,4746.823
B0011516,140.825,10,1723.7597,7.6102,5,18,7,4,1,4.8348,4948.0183
B0017027,35.0351,18,312.6413,13.5588,1,18,4,3,1,5.1949,1918.6994
B0019678,72.301,8,2394.1555,22.562,3,19,1,4,1,3.5153,2742.8799
B0020167,66.3138,10,2085.3192,8.5176,2,18,8,2,1,6.1057,3026.9822
B0003003,145.8219,6,2007.2928,16.0813,5,18,5,4,0,4.896,4484.6009
B0003884,71.5431,12,3501.9647,18.0225,3,24,4,2,1,5.5245,2866.2157
B0021222,73.7154,14,1762.3257,18.0097,3,25,6,2,1,4.8775,2977.7802
B0016750,68.2988,2,1693.2978,15.134,3,1,6,4,0,5.5462,2958.168
B0014302,113.5322,5,980.4839,5.2854,3,16,7,3,1,6.4529,4588.9578
B0011421,134.0874,14,2316.2394,20.3484,4,26,4,3,1,6.8676,4209.0767
B0009987,88.1826,6,2943.073,20.4489,2,10,2,2,1,6.3134,2893.7366
B0016566,49.8157,4,2125.8726,5.5211,1,14,8,2,1,4.3234,2603.3972
B0007305,95.7998,30,3974.9296,21.8811,3,19,4,2,1,4.8349,2869.1466
B0006000,43.0132,31,3286.0487,12.3255,2,13,3,1,0,3.3224,1155.7804
B0015701,118.5291,7,2594.9754,19.7268,4,16,6,1,1,2.7669,3756.3873
B0013232,107.817,30,3223.8455,21.2546,4,10,8,3,0,5.5008,3178.9834
B0000400,64.2544,11,1552.1252,7.5413,2,7,12,3,1,3.5378,2981.7941
B0018676,103.5469,26,2393.2219,15.496,4,14,5,5,1,6.2775,3529.5458
B0015861,133.2472,7,893.8495,14.3616,3,10,9,4,1,5.7352,4754.6796
B0021546,149.1736,17,120.0,2.0253,4,25,13,2,1,6.8458,5687.585
B0020785,114.6788,32,3214.9813,24.1456,3,18,4,2,1,6.3685,2910.278
B0004973,125.3781,3,1638.8172,18.0282,3,3,4,4,1,6.9033,4150.0601
B0018087,153.9666,29,2122.9931,14.7217,4,1,8,2,0,5.6936,4335.9444
B0007779,42.7114,22,3812.2525,24.0443,1,6,2,1,0,5.4486,1336.7885
B0003031,153.7362,0,3700.9759,23.8355,4,12,0,4,1,5.3536,4230.0223
B0019336,75.793,31,2735.3045,5.6771,3,16,8,2,1,7.2843,2905.0359
B0004721,61.1752,11,1305.1398,3.4896,1,28,10,4,1,6.9941,3558.3104
B0009185,102.8442,18,2902.2127,19.0452,3,3,7,3,0,5.1772,3366.8185
B0005799,63.5456,27,1395.4948,7.366,2,19,13,2,1,5.0113,3006.4239
B0006356,147.3278,3,2787.6045,18.4668,4,22,6,4,1,7.5059,4755.8223
B0003410,145.1871,13,2393.2931,13.4398,4,21,11,3,1,6.9217,4907.2052
B0009855,62.6837,17,1870.847,2.7747,2,4,13,3,1,5.9123,3227.4927
B0016017,111.0004,20,1402.6531,11.619,4,9,10,3,1,6.8556,4281.6599
B0007487,111.0962,23,2277.4277,13.3747,3,13,6,2,1,4.3279,3447.8965
B0003784,133.0079,31,1796.1802,11.1065,5,27,6,3,1,5.5053,4252.4558
B0015414,117.5696,21,2567.8822,20.1433,3,28,3,4,1,6.508,3700.7766
B0008777,58.7837,5,4801.2093,20.6181,1,5,1,1,1,4.4399,2168.1192
B0014669,63.5651,15,827.3372,21.713,2,28,5,3,1,6.0789,2782.1566
B0019444,59.7218,5,3502.7392,22.964,2,28,7,4,1,3.8366,2521.9369
B0002919,37.9144,7,1506.5632,20.0869,1,11,3,3,1,5.293,1718.347
B0004180,111.7327,11,3334.4841,23.1437,4,19,3,2,1,4.5358,3647.9351
B0022073,37.1681,22,1932.7148,18.6767,1,22,1,4,1,4.6034,1771.6593
B0019176,44.4097,28,724.7521,10.3772,2,21,14,1,1,3.2862,2296.3054
B0020600,84.4327,32,1453.2306,9.2419,2,21,6,2,1,6.6894,2957.7881
B0009660,89.0001,24,2091.0877,6.646,3,4,10,2,1,6.9966,3475.4522
B0001389,87.6483,11,2071.664,3.1111,3,11,12,5,0,4.0611,3687.3205
B0019585,127.805,3,120.0,5.5961,3,25,10,4,1,6.0168,5512.8536
B0002902,142.0833,13,422.5983,13.4392,4,10,16,5,1,7.4202,5404.9927
B0021460,67.7635,11,1815.497,19.6743,3,18,7,5,1,5.0917,3062.2121
B0019535,130.502,15,1173.9371,12.1242,5,6,11,1,0,6.2619,4252.7548
B0016384,143.0568,14,120.0,8.1262,4,9,13,3,0,6.5837,5521.1392
B0019870,61.8188,11,2543.9307,20.5526,2,3,5,5,1,6.6389,2822.4669
B0016483,128.7421,15,2253.9682,13.2256,4,7,8,4,1,6.4286,4315.7111
B0008725,120.1989,5,1363.8648,4.27,3,6,15,3,1,5.2683,4620.5424
B0001978,96.591,19,3527.8953,14.3396,3,15,8,3,1,5.4976,3501.2688
B0021543,61.1938,13,3583.6324,24.1196,1,20,3,2,1,3.5039,2116.4612
B0019669,66.3641,21,2702.5367,22.4436,2,7,5,4,0,5.4964,2304.1786
B0013034,62.4606,18,2679.7848,19.3809,2,6,8,4,1,6.5954,2683.14
B0022054,154.5293,8,760.626,9.8966,4,18,13,3,1,5.5793,5704.9863
B0021066,111.6566,25,1178.3906,19.0284,3,22,9,1,1,4.9324,3549.2281
B0022114,105.671,19,2460.899,17.281,4,7,6,3,1,5.3276,3471.567
B0021339,107.0836,15,1647.4237,9.71,3,4,13,2,0,7.8538,4052.1739
B0003276,121.0961,25,2205.9397,12.0025,4,22,6,1,1,5.9615,3718.2318
B0001242,149.317,27,1509.7852,5.6283,5,26,13,3,1,5.9734,4961.9059
B0004882,74.8637,15,959.4997,12.1682,2,16,11,3,1,6.0129,3536.6
B0014527,127.6011,12,120.0,4.0664,4,28,11,1,1,4.6378,5293.9938
B0012438,103.2546,32,1937.9721,18.3909,3,7,8,2,0,4.5079,2892.7533
B0005377,37.019,7,2273.7043,13.0262,2,21,5,3,1,4.4337,2152.6596
B0012293,56.3895,24,2305.7208,21.5372,2,27,3,3,1,4.7543,2069.0766
B0020954,63.8795,13,2720.6028,11.1792,1,2,6,3,0,5.31,2502.076
B0021823,47.6698,14,2138.7467,16.8003,1,19,8,1,1,3.9677,2256.1854
B0014370,125.0952,25,3580.5492,18.6319,4,24,4,3,1,5.1409,3817.9068
B0020660,68.9504,15,2980.9122,20.1333,3,9,7,4,1,6.4696,2805.3615
B0019440,46.8272,9,120.0,11.7449,2,17,8,2,1,5.0044,2889.2528
B0000983,80.3922,4,411.8848,2.2388,2,21,13,1,1,6.2629,4195.3584
B0005611,44.4412,16,4041.3313,20.4634,1,17,5,3,1,5.7586,1947.4199
B0019849,54.1176,3,3489.3409,14.1412,2,21,6,3,1,5.7401,2821.3204
B0018762,133.9614,28,3211.8896,21.5268,4,13,2,4,0,6.8427,3499.6573
B0012703,65.2046,27,4441.8816,24.4651,2,7,2,2,1,4.5974,2014.688
B0003526,91.0833,27,2504.4303,16.5563,1,22,3,1,1,4.9907,2698.9517
B0010255,49.9051,6,1257.1011,2.8159,2,7,16,4,1,5.0203,3221.9207
B0000646,74.9154,32,3722.3346,21.8391,2,14,3,2,1,5.631,2125.9777
B0012557,136.7317,22,3682.6065,15.7409,4,11,8,3,1,6.1417,4099.5231
B0008114,147.3435,13,3229.8324,12.0044,4,17,4,3,1,5.7059,4476.9719
B0014389,119.7393,25,884.7795,4.5566,4,24,15,2,1,5.9405,4689.4724
B0018186,39.1119,3,2851.8201,22.6946,1,26,0,3,1,5.6425,2059.2835
B0015276,90.7281,3,865.7649,1.7014,3,13,14,3,1,3.8688,4483.9079
B0009619,114.014,26,2580.2595,15.9003,4,9,9,3,1,4.3721,3548.3375
B0012241,36.1042,12,2203.7175,8.3991,1,7,11,2,0,4.4646,2020.0556
B0017251,109.2027,32,3938.8749,22.8086,3,20,4,3,1,5.087,3109.8111
B0007508,133.2237,14,729.8451,3.1207,4,15,13,2,1,6.4371,5171.0422
B0017348,103.0812,21,1695.8483,7.93,4,4,8,3,0,5.2707,3709.2283
B0020470,108.0135,1,2685.1358,22.2271,3,7,6,5,0,4.6543,3723.8977
B0015007,119.1409,4,332.6399,5.8024,4,27,12,3,1,5.8643,5056.1633
B0018366,67.2921,13,965.1259,2.083,2,27,13,1,1,6.1737,3369.1774
B0014662,71.3522,31,1474.5135,8.3993,2,2,12,2,0,5.827,2475.1876
B0012483,135.1498,10,1771.5381,3.2123,5,23,9,2,1,4.7193,4835.5747
B0010649,62.9243,11,1828.4875,22.0886,2,16,5,1,1,5.0541,2243.9711
B0001309,146.2601,7,2300.1072,8.4101,4,9,12,3,1,7.2535,5015.101
B0007848,80.1733,25,3933.6158,23.7865,2,17,6,3,1,6.5328,2667.8792
B0011879,53.7602,27,938.8454,2.7186,1,24,14,2,1,6.6374,2692.9452
B0019071,138.6607,23,227.105,14.6472,4,9,7,2,1,8.2663,4914.9984
B0006855,50.0978,21,1427.6987,9.5272,2,28,6,2,1,3.9254,2489.9114
B0005517,124.5297,27,1239.6841,6.2734,4,17,9,3,1,7.3224,4417.139
B0014365,67.4518,12,542.4441,7.7388,1,26,10,4,1,5.41,3667.7123
B0014578,65.2395,15,2652.384,24.958,2,6,0,3,1,4.3126,2146.2587
B0002557,55.0945,28,2245.3129,16.1624,1,12,3,3,1,3.9761,2044.1339
B0001585,113.4886,22,1738.4897,9.7957,3,6,10,2,1,6.3684,3795.7772
B0016591,153.058,28,2787.2918,18.1433,5,19,4,2,1,6.4422,4118.4969
B0016835,93.8333,26,2669.2875,21.969,4,18,5,1,0,4.6932,2728.5264
B0013097,103.0648,20,1136.39,1.8852,3,2,12,3,1,6.8819,4121.4908
B0004772,66.0407,2,2076.8359,19.5312,3,6,2,2,1,4.4145,2682.3458
B0010772,138.4752,22,3279.5502,14.2029,4,10,9,1,1,5.5948,4034.442
B0019042,80.8982,21,2860.4532,19.9912,2,6,5,2,1,6.7826,2768.6618
B0005928,84.7502,2,2161.7289,13.2359,3,19,6,2,1,6.3075,3449.1787
B0006608,43.1226,11,3636.0897,23.5233,1,15,2,1,1,3.5583,1380.7917
B0004637,147.2376,7,3920.7215,24.812,5,21,2,3,1,8.1695,4457.2605
B0015988,123.004,26,863.1321,5.4462,4,25,12,3,1,5.6921,4739.0521
B0010505,141.7842,25,1387.2208,9.0395,5,27,10,2,1,7.3614,4737.508
B0002921,77.6223,30,2662.6879,20.3089,1,21,6,3,1,4.3808,2418.2852
B0001827,135.3703,22,1347.9274,1.6531,4,9,12,3,1,6.1123,4669.5438
B0000800,133.3186,31,679.4242,5.5957,4,22,10,2,1,6.5037,4611.0791
B0004257,110.3599,13,331.6041,7.2699,3,7,15,1,0,8.4984,4521.5539
B0012495,44.6909,31,1263.9211,6.2704,2,8,11,3,0,4.3709,2177.0598
B0016140,99.6475,27,120.0,3.795,2,18,10,1,1,6.0886,4176.0844
B0010106,143.5169,22,1643.9683,12.8197,4,22,10,2,1,6.2768,4591.2952
B0020907,139.6113,9,2925.1866,24.1334,3,16,8,4,1,5.8783,4356.0635
B0009548,149.5584,21,2162.7507,18.5285,5,16,6,3,0,4.2938,4182.7554
B0020743,140.1717,22,366.0888,10.7867,3,25,9,4,1,5.4649,5213.4567
B0006983,150.5547,29,1446.1571,10.4588,4,26,7,3,1,6.5639,4753.6118
B0022389,72.9205,21,2612.9867,6.394,2,17,10,4,0,4.9099,3094.0089
B0007644,114.2837,18,731.1972,11.4542,3,16,10,1,1,5.6758,4104.9531
B0007980,95.5555,16,1094.0516,9.5887,2,15,11,3,1,4.6483,3850.2845
B0001410,43.7532,7,2307.1264,23.8577,1,12,1,2,1,4.7665,1845.3091
B0013597,78.8295,8,1836.9052,13.4202,3,22,10,4,1,5.5278,3734.537
B0020538,110.8299,28,1693.7054,8.5704,3,28,12,4,1,7.176,4202.4976
B0008340,105.8644,5,120.0,5.4112,3,2,14,4,0,3.8525,4854.353
B0009113,62.4635,7,2554.7372,19.8726,2,8,0,1,1,5.6503,2299.3788
B0015893,95.6864,12,2367.9492,17.4166,3,28,5,2,1,5.4738,3557.226
B0019106,146.527,9,2406.5389,13.1131,4,15,6,5,1,5.3971,4761.5097
B0013300,125.0333,0,2443.5658,16.1986,3,28,3,4,1,6.4978,4292.1931
B0004919,132.9291,26,2376.657,16.5774,4,7,7,4,0,5.485,3931.0856
B0019684,115.9339,28,3550.2681,18.8772,4,27,3,2,1,5.0084,3498.825
B0017868,67.6722,2,2058.4814,20.1894,2,27,7,3,1,6.2726,3167.2329
B0006724,122.192,6,120.0,3.2673,4,3,13,4,0,4.2585,5150.1937
B0012856,144.6849,6,1448.0229,16.6511,4,26,6,3,1,6.7883,4579.1391
B0020670,109.7105,18,2725.2932,24.4006,3,21,5,3,1,4.103,3613.0001
B0021768,114.9743,0,1714.6068,16.2129,3,26,3,4,1,4.9133,4441.0819
B0006231,151.3078,31,751.6271,6.0851,5,2,8,3,0,7.0505,4779.226
B0021642,79.2025,15,1299.7856,13.377,3,19,6,2,1,4.6494,3263.6286
B0019246,147.6758,21,3180.1568,18.21,4,5,9,1,0,7.4388,3959.7741
B0000420,84.8467,1,2116.5881,6.5729,3,7,13,4,0,6.8852,3716.4291
B0014118,92.4987,15,2318.8072,21.8493,3,16,3,1,1,3.7954,3246.3131
B0006598,57.1516,31,3000.6058,14.4445,2,5,5,1,0,5.2427,1836.9915
B0018800,138.5921,25,120.0,2.7255,4,17,12,3,1,6.5023,5390.7751
B0000154,145.1432,1,1794.1279,5.1337,3,19,16,4,1,5.5639,5181.2018
B0014641,55.989,24,2406.4657,20.6348,2,21,9,2,1,5.7765,2218.8844
B0011459,50.2438,32,799.8237,6.5361,3,26,12,2,1,4.2427,2486.0535
B0021585,147.0926,20,4075.1656,21.2635,4,5,3,4,0,4.4688,4202.4112
B0015293,111.4345,22,2124.933,7.1597,4,5,10,4,0,5.2691,4022.9072
B0009388,115.7532,4,566.0685,2.236,3,22,13,4,1,6.449,4922.6518
B0005719,112.663,19,635.835,6.0027,3,3,13,3,0,4.8295,4341.5233
B0008542,152.8569,27,2410.0393,20.263,4,23,5,1,1,7.6214,4179.6525
B0002130,141.6662,11,1270.148,9.5871,5,7,11,4,0,5.7307,4917.306
B0014991,98.8815,11,2491.0258,9.2067,3,17,10,2,1,6.0008,3990.4877
B0017838,83.8573,30,3739.9143,23.9085,3,6,2,2,0,4.2206,2362.9761
B0017773,91.3853,5,2369.4441,24.2587,2,28,5,3,1,3.5804,3336.1967
B0001069,115.6083,3,1460.779,9.2654,3,22,11,2,1,5.4918,4542.0328
B0019531,151.4332,29,1800.3187,11.7042,5,13,9,2,1,7.1847,4504.0999
B0014523,122.2051,13,2230.135,7.1436,4,11,12,4,1,5.8538,4443.8534
B0002177,117.3557,14,2159.3977,5.3916,2,16,11,3,1,4.2672,4348.0631
B0014810,91.8124,23,2562.1564,12.3299,2,5,11,3,0,5.1401,3191.8878
B0022386,93.5113,3,1862.8849,7.9587,3,13,9,3,1,7.772,4159.984
B0019224,52.6629,3,1419.9683,9.1466,1,18,8,3,1,5.282,2906.6516
B0016207,55.5873,26,723.8458,3.5576,1,26,8,3,1,5.1872,2969.5251
B0020199,137.7222,16,120.0,2.5755,5,7,12,4,1,6.6057,5558.1528
B0006200,114.3354,3,1691.0989,13.8728,3,20,6,3,1,5.0126,4323.9493
B0019511,115.7407,9,2141.973,16.4571,4,17,6,2,1,7.2889,3806.5695
B0003536,92.9681,29,3845.5029,22.5602,3,24,5,1,1,6.1138,2786.4553
B0020807,55.2479,32,1310.6698,7.4886,3,2,7,2,0,5.2014,2156.293
B0018367,101.9879,32,1905.0434,4.0828,3,14,14,3,1,5.4548,3764.2662
B0004837,78.0228,30,2906.0563,15.586,3,22,9,1,1,7.7158,2883.0039
B0014746,96.2806,3,3428.625,20.5821,3,22,3,3,1,6.4752,3575.2526
B0021990,121.3982,31,263.356,5.3052,4,27,9,1,1,7.6803,4570.6302
B0003465,73.1174,29,2663.2217,5.4612,2,6,12,1,0,5.7904,2811.8359
B0004607,109.4716,16,3916.7817,21.9494,3,21,5,1,1,4.8643,3338.4028
B0021548,143.3747,28,2732.153,11.7154,5,1,8,2,0,5.4641,3996.2425
B0011844,142.7301,7,1935.0818,9.4287,5,13,7,3,0,7.2926,4729.6179
B0001847,78.7648,28,1214.8612,3.1686,3,1,13,2,0,5.1406,3121.4373
B0010892,100.1205,17,1862.6922,3.8755,3,18,12,4,1,6.6609,4227.1926
B0003260,139.9819,16,2263.1556,9.3963,3,21,7,3,1,4.9562,4666.4455
B0011596,127.6215,2,1853.9537,10.5978,3,23,12,4,1,5.4658,4727.5086
B0019141,154.9266,5,894.887,5.7434,4,20,10,4,1,7.0627,5699.1649
